fund_code,department_code,account_code,ordinance_amount,recommended_amount,fund_name,department_name,account_name,delta_amount,pct_change
0075,27,0044,2251350.0,2251350.0,Grants Management Fund,Department of Finance,Fringe Benefits,0.0,0.0
0075,27,0140,185737.0,185737.0,Grants Management Fund,Department of Finance,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0075,27,0142,810320.0,810320.0,Grants Management Fund,Department of Finance,Accounting and Auditing,0.0,0.0
0075,27,0149,37500.0,37500.0,Grants Management Fund,Department of Finance,For Software Maintenance and Licensing,0.0,0.0
0075,27,0166,1000.0,1000.0,Grants Management Fund,Department of Finance,"Dues, Subscriptions and Memberships",0.0,0.0
0075,27,0169,5000.0,5000.0,Grants Management Fund,Department of Finance,Technical Meeting Costs,0.0,0.0
0075,27,0229,3500.0,3500.0,Grants Management Fund,Department of Finance,Transportation and Expense Allowance,0.0,0.0
0075,27,0348,600.0,600.0,Grants Management Fund,Department of Finance,Books and Related Material,0.0,0.0
0075,27,0350,2500.0,2500.0,Grants Management Fund,Department of Finance,Stationery and Office Supplies,0.0,0.0
0075,33,0005,575234.0,575234.0,Grants Management Fund,Department of Human Resources,Salaries and Wages - on Payroll,0.0,0.0
0075,33,0006,0.0,0.0,Grants Management Fund,Department of Human Resources,SALARY PROVISION,0.0,0.0
0075,33,0015,14761.0,14761.0,Grants Management Fund,Department of Human Resources,Schedule Salary Adjustments,0.0,0.0
0075,33,0044,332005.0,332005.0,Grants Management Fund,Department of Human Resources,Fringe Benefits,0.0,0.0
0075,41,0005,1024298.0,1024298.0,Grants Management Fund,Chicago Department of Public Health,Salaries and Wages - on Payroll,0.0,0.0
0075,41,0015,17786.0,17786.0,Grants Management Fund,Chicago Department of Public Health,Schedule Salary Adjustments,0.0,0.0
0075,41,0044,597916.0,597916.0,Grants Management Fund,Chicago Department of Public Health,Fringe Benefits,0.0,0.0
0075,50,0005,3804529.0,3804529.0,Grants Management Fund,Department of Family and Support Services,Salaries and Wages - on Payroll,0.0,0.0
0075,50,0015,38886.0,38886.0,Grants Management Fund,Department of Family and Support Services,Schedule Salary Adjustments,0.0,0.0
0075,50,0044,2212585.0,2212585.0,Grants Management Fund,Department of Family and Support Services,Fringe Benefits,0.0,0.0
0075,51,0005,551525.0,551525.0,Grants Management Fund,Office of Public Safety Administration,Salaries and Wages - on Payroll,0.0,0.0
0075,51,0006,806000.0,806000.0,Grants Management Fund,Office of Public Safety Administration,Salary Provision,0.0,0.0
0075,51,0015,2339.0,2339.0,Grants Management Fund,Office of Public Safety Administration,Schedule Salary Adjustments,0.0,0.0
0075,51,0044,324136.0,324136.0,Grants Management Fund,Office of Public Safety Administration,Fringe Benefits,0.0,0.0
0075,70,0005,96632.0,96632.0,Grants Management Fund,Department of Business Affairs and Consumer Protection,Salaries and Wages - on Payroll,0.0,0.0
0075,70,0044,57368.0,57368.0,Grants Management Fund,Department of Business Affairs and Consumer Protection,Fringe Benefits,0.0,0.0
0075,72,0005,98793.0,98793.0,Grants Management Fund,Department of Environment,Salaries and Wages - on Payroll,0.0,0.0
0075,72,0015,2978.0,2978.0,Grants Management Fund,Department of Environment,Schedule Salary Adjustments,0.0,0.0
0075,72,0044,60229.0,60229.0,Grants Management Fund,Department of Environment,Fringe Benefits,0.0,0.0
0075,84,0005,265585.0,265585.0,Grants Management Fund,Chicago Department of Transportation,Salaries and Wages - on Payroll,0.0,0.0
0075,84,0015,5589.0,5589.0,Grants Management Fund,Chicago Department of Transportation,Schedule Salary Adjustments,0.0,0.0
0075,84,0044,154826.0,154826.0,Grants Management Fund,Chicago Department of Transportation,Fringe Benefits,0.0,0.0
0100,1,0005,10707977.0,9750556.0,Corporate Fund,Office of the Mayor,Salaries and Wages - on Payroll,957421.0,9.819142621200267
0100,1,0039,57490.0,57490.0,Corporate Fund,Office of the Mayor,For the Employment of Students as Trainees,0.0,0.0
0100,1,0126,1500.0,1500.0,Corporate Fund,Office of the Mayor,Office Conveniences,0.0,0.0
0100,1,0130,500.0,500.0,Corporate Fund,Office of the Mayor,Postage,0.0,0.0
0100,1,0140,12000.0,12000.0,Corporate Fund,Office of the Mayor,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,1,0149,32107.0,32107.0,Corporate Fund,Office of the Mayor,For Software Maintenance and Licensing,0.0,0.0
0100,1,0157,500.0,500.0,Corporate Fund,Office of the Mayor,Rental of Equipment and Services,0.0,0.0
0100,1,0159,25000.0,25000.0,Corporate Fund,Office of the Mayor,Lease Purchase Agreements for Equipment and Machinery,0.0,0.0
0100,1,0162,1000.0,1000.0,Corporate Fund,Office of the Mayor,Repair/Maintenance of Equipment,0.0,0.0
0100,1,0166,225094.0,225094.0,Corporate Fund,Office of the Mayor,"Dues, Subscriptions and Memberships",0.0,0.0
0100,1,0169,2000.0,2000.0,Corporate Fund,Office of the Mayor,Technical Meeting Costs,0.0,0.0
0100,1,0245,25000.0,25000.0,Corporate Fund,Office of the Mayor,Reimbursement to Travelers,0.0,0.0
0100,1,0350,4000.0,4000.0,Corporate Fund,Office of the Mayor,Stationery and Office Supplies,0.0,0.0
0100,1,9121,316000.0,316000.0,Corporate Fund,Office of the Mayor,For Payment of Costs Associated with Lobbyist Activities on Behalf of the City of Chicago,0.0,0.0
0100,3,0005,8441376.0,8441376.0,Corporate Fund,Office of Inspector General,Salaries and Wages - on Payroll,0.0,0.0
0100,3,0015,139418.0,139418.0,Corporate Fund,Office of Inspector General,Schedule Salary Adjustments,0.0,0.0
0100,3,0020,1000.0,1000.0,Corporate Fund,Office of Inspector General,Overtime,0.0,0.0
0100,3,0130,1635.0,1635.0,Corporate Fund,Office of Inspector General,Postage,0.0,0.0
0100,3,0138,20000.0,20000.0,Corporate Fund,Office of Inspector General,For Professional Services for Information Technology Maintenance,0.0,0.0
0100,3,0140,239348.0,239348.0,Corporate Fund,Office of Inspector General,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,3,0143,42500.0,42500.0,Corporate Fund,Office of Inspector General,Court Reporting,0.0,0.0
0100,3,0149,904226.0,904226.0,Corporate Fund,Office of Inspector General,For Software Maintenance and Licensing,0.0,0.0
0100,3,0150,1557.0,1557.0,Corporate Fund,Office of Inspector General,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,0.0,0.0
0100,3,0152,3000.0,3000.0,Corporate Fund,Office of Inspector General,Advertising,0.0,0.0
0100,3,0157,63125.0,63125.0,Corporate Fund,Office of Inspector General,Rental of Equipment and Services,0.0,0.0
0100,3,0159,43292.0,43292.0,Corporate Fund,Office of Inspector General,Lease Purchase Agreements for Equipment and Machinery,0.0,0.0
0100,3,0162,500.0,500.0,Corporate Fund,Office of Inspector General,Repair/Maintenance of Equipment,0.0,0.0
0100,3,0166,20618.0,20618.0,Corporate Fund,Office of Inspector General,"Dues, Subscriptions and Memberships",0.0,0.0
0100,3,0169,14546.0,14546.0,Corporate Fund,Office of Inspector General,Technical Meeting Costs,0.0,0.0
0100,3,0181,32777.0,32777.0,Corporate Fund,Office of Inspector General,Mobile Communication Services,0.0,0.0
0100,3,0189,72440.0,72440.0,Corporate Fund,Office of Inspector General,Telephone - Non-Centrex Billings,0.0,0.0
0100,3,0245,8674.0,8674.0,Corporate Fund,Office of Inspector General,Reimbursement to Travelers,0.0,0.0
0100,3,0270,18470.0,18470.0,Corporate Fund,Office of Inspector General,Local Transportation,0.0,0.0
0100,3,0320,2428.0,2428.0,Corporate Fund,Office of Inspector General,Gasoline,0.0,0.0
0100,3,0340,0.0,0.0,Corporate Fund,Office of Inspector General,MATERIAL AND SUPPLIES,0.0,0.0
0100,3,0348,132.0,132.0,Corporate Fund,Office of Inspector General,Books and Related Material,0.0,0.0
0100,3,0350,7900.0,7900.0,Corporate Fund,Office of Inspector General,Stationery and Office Supplies,0.0,0.0
0100,3,0446,88477.0,88477.0,Corporate Fund,Office of Inspector General,For the Purchase of IT and Data Communication Hardware,0.0,0.0
0100,3,0700,97060.0,97060.0,Corporate Fund,Office of Inspector General,Contingencies,0.0,0.0
0100,3,9438,2000.0,2000.0,Corporate Fund,Office of Inspector General,For Services Provided by the Department of Fleet and Facilities Management,0.0,0.0
0100,5,0005,4093073.0,4093073.0,Corporate Fund,Office of Budget and Management,Salaries and Wages - on Payroll,0.0,0.0
0100,5,0015,67103.0,67103.0,Corporate Fund,Office of Budget and Management,Schedule Salary Adjustments,0.0,0.0
0100,5,0130,200.0,200.0,Corporate Fund,Office of Budget and Management,Postage,0.0,0.0
0100,5,0140,7502.0,7502.0,Corporate Fund,Office of Budget and Management,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,5,0152,500.0,500.0,Corporate Fund,Office of Budget and Management,Advertising,0.0,0.0
0100,5,0157,8000.0,8000.0,Corporate Fund,Office of Budget and Management,Rental of Equipment and Services,0.0,0.0
0100,5,0166,1678.0,1678.0,Corporate Fund,Office of Budget and Management,"Dues, Subscriptions and Memberships",0.0,0.0
0100,5,0245,0.0,0.0,Corporate Fund,Office of Budget and Management,REIMBURSEMENT TO TRAVELERS,0.0,0.0
0100,5,0270,600.0,600.0,Corporate Fund,Office of Budget and Management,Local Transportation,0.0,0.0
0100,5,0348,200.0,200.0,Corporate Fund,Office of Budget and Management,Books and Related Material,0.0,0.0
0100,5,0350,5400.0,5400.0,Corporate Fund,Office of Budget and Management,Stationery and Office Supplies,0.0,0.0
0100,6,0005,14042829.0,14042829.0,Corporate Fund,Department of Technology and Innovation,Salaries and Wages - on Payroll,0.0,0.0
0100,6,0015,215474.0,215474.0,Corporate Fund,Department of Technology and Innovation,Schedule Salary Adjustments,0.0,0.0
0100,6,0091,24217.0,24217.0,Corporate Fund,Department of Technology and Innovation,Uniform Allowance,0.0,0.0
0100,6,0138,10168836.0,10168836.0,Corporate Fund,Department of Technology and Innovation,For Professional Services for Information Technology Maintenance,0.0,0.0
0100,6,0140,173206.0,173206.0,Corporate Fund,Department of Technology and Innovation,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,6,0149,14942252.0,14942252.0,Corporate Fund,Department of Technology and Innovation,For Software Maintenance and Licensing,0.0,0.0
0100,6,0162,3176241.0,3176241.0,Corporate Fund,Department of Technology and Innovation,Repair/Maintenance of Equipment,0.0,0.0
0100,6,0166,643268.0,643268.0,Corporate Fund,Department of Technology and Innovation,"Dues, Subscriptions and Memberships",0.0,0.0
0100,6,0169,63304.0,63304.0,Corporate Fund,Department of Technology and Innovation,Technical Meeting Costs,0.0,0.0
0100,6,0181,1530389.0,1530389.0,Corporate Fund,Department of Technology and Innovation,Mobile Communication Services,0.0,0.0
0100,6,0188,0.0,0.0,Corporate Fund,Department of Technology and Innovation,VEHICLE TRACKING SERVICE,0.0,0.0
0100,6,0189,0.0,0.0,Corporate Fund,Department of Technology and Innovation,TELEPHONE - NON-CENTREX BILLINGS,0.0,0.0
0100,6,0190,7361983.0,7361983.0,Corporate Fund,Department of Technology and Innovation,Telephone - Centrex Billings,0.0,0.0
0100,6,0196,0.0,0.0,Corporate Fund,Department of Technology and Innovation,DATA CIRCUITS,0.0,0.0
0100,6,0197,0.0,0.0,Corporate Fund,Department of Technology and Innovation,TELEPHONE - MAINTENANCE,0.0,0.0
0100,6,0340,24348.0,24348.0,Corporate Fund,Department of Technology and Innovation,Material and Supplies,0.0,0.0
0100,6,0350,21717.0,21717.0,Corporate Fund,Department of Technology and Innovation,Stationery and Office Supplies,0.0,0.0
0100,15,0000,871219.0,871219.0,Corporate Fund,City Council,Personnel Services,0.0,0.0
0100,15,0005,7213307.0,7216685.0,Corporate Fund,City Council,Salaries and Wages - on Payroll,-3378.0,-0.0468081951754857
0100,15,0017,327170.0,327170.0,Corporate Fund,City Council,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),0.0,0.0
0100,15,0039,290500.0,290500.0,Corporate Fund,City Council,For the Employment of Students as Trainees,0.0,0.0
0100,15,0100,74700.0,74700.0,Corporate Fund,City Council,Contractual Services,0.0,0.0
0100,15,0126,1000.0,1000.0,Corporate Fund,City Council,Office Conveniences,0.0,0.0
0100,15,0130,3000.0,3000.0,Corporate Fund,City Council,Postage,0.0,0.0
0100,15,0140,61520.0,61520.0,Corporate Fund,City Council,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,15,0143,60000.0,60000.0,Corporate Fund,City Council,Court Reporting,0.0,0.0
0100,15,0157,65000.0,65000.0,Corporate Fund,City Council,Rental of Equipment and Services,0.0,0.0
0100,15,0165,1500.0,1500.0,Corporate Fund,City Council,Graphic Design Services,0.0,0.0
0100,15,0166,3000.0,3000.0,Corporate Fund,City Council,"Dues, Subscriptions and Memberships",0.0,0.0
0100,15,0169,1500.0,1500.0,Corporate Fund,City Council,Technical Meeting Costs,0.0,0.0
0100,15,0229,4000.0,4000.0,Corporate Fund,City Council,Transportation and Expense Allowance,0.0,0.0
0100,15,0300,15300.0,15300.0,Corporate Fund,City Council,Commodities and Materials,0.0,0.0
0100,15,0340,7000.0,7000.0,Corporate Fund,City Council,Material and Supplies,0.0,0.0
0100,15,0348,3000.0,3000.0,Corporate Fund,City Council,Books and Related Material,0.0,0.0
0100,15,0350,35000.0,35000.0,Corporate Fund,City Council,Stationery and Office Supplies,0.0,0.0
0100,15,0400,9500.0,9500.0,Corporate Fund,City Council,Equipment,0.0,0.0
0100,15,0700,32644.0,32644.0,Corporate Fund,City Council,Contingencies,0.0,0.0
0100,15,0982,1000.0,1000.0,Corporate Fund,City Council,For Expense in Connection with Recognition and Awards to Citizens of Chicago for Acts of Heroism. To Be Expended on Order of the City Council,0.0,0.0
0100,15,9005,50000.0,50000.0,Corporate Fund,City Council,For the Payment of Legal Fees Pursuant to Sec. 2-152-170 of the Municipal Code. To Be Expended at the direction of the Committee on Finance,0.0,0.0
0100,15,9006,50000.0,50000.0,Corporate Fund,City Council,For Legal Assistance to the City Council. To Be Expended at the Direction of the Chairman of the Committee on Finance,0.0,0.0
0100,15,9008,122000.0,122000.0,Corporate Fund,City Council,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,0.0,0.0
0100,15,9010,35500.0,35500.0,Corporate Fund,City Council,For Legal  Technical  Medical and Professional Services  Appraisals  Consultants  Printers  Court Reporters  and Other Incidental Contractual Services...,0.0,0.0
0100,15,9072,4000.0,4000.0,Corporate Fund,City Council,Contingent and Other Expenses for Corporate Purposes Not Otherwise Provided For. To Be Expended Under the Direction of the President Pro Tempore ...,0.0,0.0
0100,21,0005,1956742.0,1956742.0,Corporate Fund,Department of Housing,Salaries and Wages - on Payroll,0.0,0.0
0100,21,0015,42265.0,42265.0,Corporate Fund,Department of Housing,Schedule Salary Adjustments,0.0,0.0
0100,21,0039,91510.0,91510.0,Corporate Fund,Department of Housing,For the Employment of Students as Trainees,0.0,0.0
0100,21,0135,6566231.0,6566231.0,Corporate Fund,Department of Housing,For Delegate Agencies,0.0,0.0
0100,21,0140,669862.0,669862.0,Corporate Fund,Department of Housing,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,21,0141,10000.0,10000.0,Corporate Fund,Department of Housing,Appraisals,0.0,0.0
0100,21,0149,437005.0,437005.0,Corporate Fund,Department of Housing,For Software Maintenance and Licensing,0.0,0.0
0100,21,0152,0.0,0.0,Corporate Fund,Department of Housing,ADVERTISING,0.0,0.0
0100,21,0229,300.0,300.0,Corporate Fund,Department of Housing,Transportation and Expense Allowance,0.0,0.0
0100,21,0245,0.0,0.0,Corporate Fund,Department of Housing,REIMBURSEMENT TO TRAVELERS,0.0,0.0
0100,21,9110,40000.0,40000.0,Corporate Fund,Department of Housing,"Property Management, Maintenance and Security",0.0,0.0
0100,21,9211,75000.0,75000.0,Corporate Fund,Department of Housing,Single-Family Troubled Building Initiative,0.0,0.0
0100,21,9212,51698.0,51698.0,Corporate Fund,Department of Housing,Multi-Family Troubled Building Initiative,0.0,0.0
0100,21,9224,352000.0,352000.0,Corporate Fund,Department of Housing,Micro Market Recovery Program,0.0,0.0
0100,21,9438,24000.0,24000.0,Corporate Fund,Department of Housing,For Services Provided by the Department of Fleet and Facilities Management,0.0,0.0
0100,25,0005,3112846.0,3085222.0,Corporate Fund,Office of City Clerk,Salaries and Wages - on Payroll,27624.0,0.8953650661119361
0100,25,0015,38819.0,38819.0,Corporate Fund,Office of City Clerk,Schedule Salary Adjustments,0.0,0.0
0100,25,0020,20000.0,20000.0,Corporate Fund,Office of City Clerk,Overtime,0.0,0.0
0100,25,0130,5141.0,5141.0,Corporate Fund,Office of City Clerk,Postage,0.0,0.0
0100,25,0135,500000.0,500000.0,Corporate Fund,Office of City Clerk,For Delegate Agencies,0.0,0.0
0100,25,0140,650071.0,650071.0,Corporate Fund,Office of City Clerk,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,25,0149,1056656.0,1056656.0,Corporate Fund,Office of City Clerk,For Software Maintenance and Licensing,0.0,0.0
0100,25,0150,3000.0,3000.0,Corporate Fund,Office of City Clerk,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,0.0,0.0
0100,25,0152,105000.0,105000.0,Corporate Fund,Office of City Clerk,Advertising,0.0,0.0
0100,25,0157,36261.0,36261.0,Corporate Fund,Office of City Clerk,Rental of Equipment and Services,0.0,0.0
0100,25,0159,100353.0,100353.0,Corporate Fund,Office of City Clerk,Lease Purchase Agreements for Equipment and Machinery,0.0,0.0
0100,25,0162,20325.0,20325.0,Corporate Fund,Office of City Clerk,Repair/Maintenance of Equipment,0.0,0.0
0100,25,0166,7957.0,7957.0,Corporate Fund,Office of City Clerk,"Dues, Subscriptions and Memberships",0.0,0.0
0100,25,0171,118250.0,118250.0,Corporate Fund,Office of City Clerk,Miscellaneous Supplies,0.0,0.0
0100,25,0340,1500.0,1500.0,Corporate Fund,Office of City Clerk,Material and Supplies,0.0,0.0
0100,25,0350,247500.0,247500.0,Corporate Fund,Office of City Clerk,Stationery and Office Supplies,0.0,0.0
0100,27,0005,27545964.0,27440592.0,Corporate Fund,Department of Finance,Salaries and Wages - on Payroll,105372.0,0.3840004617976172
0100,27,0012,63166.0,63166.0,Corporate Fund,Department of Finance,Contract Wage Increment - Prevailing Rate,0.0,0.0
0100,27,0015,280398.0,280398.0,Corporate Fund,Department of Finance,Schedule Salary Adjustments,0.0,0.0
0100,27,0020,206500.0,206500.0,Corporate Fund,Department of Finance,Overtime,0.0,0.0
0100,27,0039,0.0,0.0,Corporate Fund,Department of Finance,STUDENT AS TRAINEES,0.0,0.0
0100,27,0091,84050.0,84050.0,Corporate Fund,Department of Finance,Uniform Allowance,0.0,0.0
0100,27,0130,110000.0,110000.0,Corporate Fund,Department of Finance,Postage,0.0,0.0
0100,27,0138,25928030.0,25928030.0,Corporate Fund,Department of Finance,For Professional Services for Information Technology Maintenance,0.0,0.0
0100,27,0139,251500.0,251500.0,Corporate Fund,Department of Finance,For Professional Services for Information Technology Development,0.0,0.0
0100,27,0140,7585492.0,7585492.0,Corporate Fund,Department of Finance,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,27,0142,651425.0,651425.0,Corporate Fund,Department of Finance,Accounting and Auditing,0.0,0.0
0100,27,0149,527778.0,527778.0,Corporate Fund,Department of Finance,For Software Maintenance and Licensing,0.0,0.0
0100,27,0150,17500.0,17500.0,Corporate Fund,Department of Finance,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,0.0,0.0
0100,27,0152,12500.0,12500.0,Corporate Fund,Department of Finance,Advertising,0.0,0.0
0100,27,0156,15574.0,15574.0,Corporate Fund,Department of Finance,Lock Box Rental,0.0,0.0
0100,27,0157,5040.0,5040.0,Corporate Fund,Department of Finance,Rental of Equipment and Services,0.0,0.0
0100,27,0159,75900.0,75900.0,Corporate Fund,Department of Finance,Lease Purchase Agreements for Equipment and Machinery,0.0,0.0
0100,27,0162,1650007.0,1650007.0,Corporate Fund,Department of Finance,Repair/Maintenance of Equipment,0.0,0.0
0100,27,0166,25962.0,25962.0,Corporate Fund,Department of Finance,"Dues, Subscriptions and Memberships",0.0,0.0
0100,27,0169,60850.0,60850.0,Corporate Fund,Department of Finance,Technical Meeting Costs,0.0,0.0
0100,27,0171,6000.0,6000.0,Corporate Fund,Department of Finance,Miscellaneous Supplies,0.0,0.0
0100,27,0178,1000.0,1000.0,Corporate Fund,Department of Finance,Freight and Express Charges,0.0,0.0
0100,27,0179,6000.0,6000.0,Corporate Fund,Department of Finance,Messenger Service,0.0,0.0
0100,27,0228,500.0,500.0,Corporate Fund,Department of Finance,Out of Town Travel for Auditors Only,0.0,0.0
0100,27,0229,2000.0,2000.0,Corporate Fund,Department of Finance,Transportation and Expense Allowance,0.0,0.0
0100,27,0245,8200.0,8200.0,Corporate Fund,Department of Finance,Reimbursement to Travelers,0.0,0.0
0100,27,0270,150.0,150.0,Corporate Fund,Department of Finance,Local Transportation,0.0,0.0
0100,27,0319,7375.0,7375.0,Corporate Fund,Department of Finance,Clothing,0.0,0.0
0100,27,0339,32000.0,32000.0,Corporate Fund,Department of Finance,Revenue Stamps,0.0,0.0
0100,27,0340,113350.0,113350.0,Corporate Fund,Department of Finance,Material and Supplies,0.0,0.0
0100,27,0348,650.0,650.0,Corporate Fund,Department of Finance,Books and Related Material,0.0,0.0
0100,27,0350,77000.0,77000.0,Corporate Fund,Department of Finance,Stationery and Office Supplies,0.0,0.0
0100,27,0421,35000.0,35000.0,Corporate Fund,Department of Finance,Machinery and Equipment,0.0,0.0
0100,27,9067,400.0,400.0,Corporate Fund,Department of Finance,For Physical Exams,0.0,0.0
0100,27,9438,55000.0,55000.0,Corporate Fund,Department of Finance,For Services Provided by the Department of Fleet and Facilities Management,0.0,0.0
0100,28,0005,2026744.0,2026744.0,Corporate Fund,City Treasurer's Office,Salaries and Wages - on Payroll,0.0,0.0
0100,28,0015,28127.0,28127.0,Corporate Fund,City Treasurer's Office,Schedule Salary Adjustments,0.0,0.0
0100,28,0039,4030.0,4030.0,Corporate Fund,City Treasurer's Office,For the Employment of Students as Trainees,0.0,0.0
0100,28,0130,80.0,80.0,Corporate Fund,City Treasurer's Office,Postage,0.0,0.0
0100,28,0138,120037.0,120037.0,Corporate Fund,City Treasurer's Office,For Professional Services for Information Technology Maintenance,0.0,0.0
0100,28,0140,517835.0,517835.0,Corporate Fund,City Treasurer's Office,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,28,0142,100020.0,100020.0,Corporate Fund,City Treasurer's Office,Accounting and Auditing,0.0,0.0
0100,28,0149,31721.0,31721.0,Corporate Fund,City Treasurer's Office,For Software Maintenance and Licensing,0.0,0.0
0100,28,0150,2500.0,2500.0,Corporate Fund,City Treasurer's Office,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,0.0,0.0
0100,28,0157,45392.0,45392.0,Corporate Fund,City Treasurer's Office,Rental of Equipment and Services,0.0,0.0
0100,28,0159,26346.0,26346.0,Corporate Fund,City Treasurer's Office,Lease Purchase Agreements for Equipment and Machinery,0.0,0.0
0100,28,0166,336190.0,336190.0,Corporate Fund,City Treasurer's Office,"Dues, Subscriptions and Memberships",0.0,0.0
0100,28,0169,0.0,0.0,Corporate Fund,City Treasurer's Office,TECHNICAL MEETING COSTS,0.0,0.0
0100,28,0179,400.0,400.0,Corporate Fund,City Treasurer's Office,Messenger Service,0.0,0.0
0100,28,0245,0.0,0.0,Corporate Fund,City Treasurer's Office,REIMBURSEMENT TO TRAVELERS,0.0,0.0
0100,28,0270,1250.0,1250.0,Corporate Fund,City Treasurer's Office,Local Transportation,0.0,0.0
0100,28,0350,1500.0,1500.0,Corporate Fund,City Treasurer's Office,Stationery and Office Supplies,0.0,0.0
0100,28,9438,10000.0,10000.0,Corporate Fund,City Treasurer's Office,For Services Provided by the Department of Fleet and Facilities Management,0.0,0.0
0100,30,0005,3403436.0,3403436.0,Corporate Fund,Department of Administrative Hearings,Salaries and Wages - on Payroll,0.0,0.0
0100,30,0015,37428.0,37428.0,Corporate Fund,Department of Administrative Hearings,Schedule Salary Adjustments,0.0,0.0
0100,30,0020,1000.0,1000.0,Corporate Fund,Department of Administrative Hearings,Overtime,0.0,0.0
0100,30,0039,20000.0,20000.0,Corporate Fund,Department of Administrative Hearings,For the Employment of Students as Trainees,0.0,0.0
0100,30,0130,90000.0,90000.0,Corporate Fund,Department of Administrative Hearings,Postage,0.0,0.0
0100,30,0138,1364512.0,1364512.0,Corporate Fund,Department of Administrative Hearings,For Professional Services for Information Technology Maintenance,0.0,0.0
0100,30,0140,3354979.0,3354979.0,Corporate Fund,Department of Administrative Hearings,For Professional and Technical Services and Other Third Party Benefit Agreements,0.0,0.0
0100,30,0143,30829.0,30829.0,Corporate Fund,Department of Administrative Hearings,Court Reporting,0.0,0.0
0100,30,0159,30307.0,30307.0,Corporate Fund,Department of Administrative Hearings,Lease Purchase Agreements for Equipment and Machinery,0.0,0.0
0100,30,0162,1375.0,1375.0,Corporate Fund,Department of Administrative Hearings,Repair/Maintenance of Equipment,0.0,0.0
0100,30,0166,1530.0,1530.0,Corporate Fund,Department of Administrative Hearings,"Dues, Subscriptions and Memberships",0.0,0.0
0100,30,0169,1170.0,1170.0,Corporate Fund,Department of Administrative Hearings,Technical Meeting Costs,0.0,0.0
0100,30,0179,3850.0,3850.0,Corporate Fund,Department of Administrative Hearings,Messenger Service,0.0,0.0
0100,30,0229,1750.0,1750.0,Corporate Fund,Department of Administrative Hearings,Transportation and Expense Allowance,0.0,0.0
0100,30,0340,16968.0,16968.0,Corporate Fund,Department of Administrative Hearings,Material and Supplies,0.0,0.0
